Asteroid_Name,Status,Exclusion_Reason,Taxonomic_Type,Density_Source,Library_Used,RMSE_Fit,Chi2_Reduced,Band_I_Depth,Band_II_Depth,BAR_Approx,Space_Weathering_Slope_S,Space_Weathering_Slope_Err,Grain_Density_gcm3,Grain_Density_Uncertainty,Bulk_Density_gcm3,Bulk_Density_Uncertainty,Macroporosity,Macroporosity_Uncertainty,Macroporosity_Status,Abund_Diopside_HighCa,Err_Diopside_HighCa,P16_Diopside_HighCa,P84_Diopside_HighCa,Abund_Dolomite_Carbonate,Err_Dolomite_Carbonate,P16_Dolomite_Carbonate,P84_Dolomite_Carbonate,Abund_Magnetite_Fe3O4,Err_Magnetite_Fe3O4,P16_Magnetite_Fe3O4,P84_Magnetite_Fe3O4,Abund_Plagioclase_Anorthite,Err_Plagioclase_Anorthite,P16_Plagioclase_Anorthite,P84_Plagioclase_Anorthite,Abund_Clinopyroxene_Augite,Err_Clinopyroxene_Augite,P16_Clinopyroxene_Augite,P84_Clinopyroxene_Augite,Abund_Olivine_Fo90_Mg,Err_Olivine_Fo90_Mg,P16_Olivine_Fo90_Mg,P84_Olivine_Fo90_Mg,Abund_Pigeonite_LowCa,Err_Pigeonite_LowCa,P16_Pigeonite_LowCa,P84_Pigeonite_LowCa,Abund_Orthopyroxene_En86,Err_Orthopyroxene_En86,P16_Orthopyroxene_En86,P84_Orthopyroxene_En86,Abund_Mg_Al_Spinel,Err_Mg_Al_Spinel,P16_Mg_Al_Spinel,P84_Mg_Al_Spinel,Abund_Troilite_FeS,Err_Troilite_FeS,P16_Troilite_FeS,P84_Troilite_FeS,Abund_Olivine_Fa50_Fe,Err_Olivine_Fa50_Fe,P16_Olivine_Fa50_Fe,P84_Olivine_Fa50_Fe,Abund_Iron Powder,Err_Iron Powder,P16_Iron Powder,P84_Iron Powder,Abund_Water_Ice_H2O,Err_Water_Ice_H2O,P16_Water_Ice_H2O,P84_Water_Ice_H2O,Abund_Phyllosilicate_Serpentine,Err_Phyllosilicate_Serpentine,P16_Phyllosilicate_Serpentine,P84_Phyllosilicate_Serpentine,Abund_Carbonaceous_Matrix,Err_Carbonaceous_Matrix,P16_Carbonaceous_Matrix,P84_Carbonaceous_Matrix,Abund_Saponite_Smectite,Err_Saponite_Smectite,P16_Saponite_Smectite,P84_Saponite_Smectite,Abund_Magnesite_Carbonate,Err_Magnesite_Carbonate,P16_Magnesite_Carbonate,P84_Magnesite_Carbonate,Abund_Epsomite_Mg_Sulfate,Err_Epsomite_Mg_Sulfate,P16_Epsomite_Mg_Sulfate,P84_Epsomite_Mg_Sulfate,Abund_Cronstedtite_FePhyllosilicate,Err_Cronstedtite_FePhyllosilicate,P16_Cronstedtite_FePhyllosilicate,P84_Cronstedtite_FePhyllosilicate
279 Thule (A888 UA),Excluded,"Featureless spectrum lacking diagnostic absorption bands (Band I depth = 0.0120 < 0.0150, Band II depth = 0.0000 < 0.0150)",X,NEOWISE Diameter-Porosity Model,N/A,,,,,,,,,,2.8,0.4,,,Excluded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908 Buda (A918 WD),Excluded,"Featureless spectrum lacking diagnostic absorption bands (Band I depth = 0.0017 < 0.0150, Band II depth = 0.0000 < 0.0150)",L,NEOWISE Diameter-Porosity Model,N/A,,,,,,,,,,2.8,0.4,,,Excluded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56 Melete (A857 RB),Excluded,"Featureless spectrum lacking diagnostic absorption bands (Band I depth = 0.0000 < 0.0150, Band II depth = 0.0000 < 0.0150)",Xk,SiMDA Substring Match,N/A,,,,,,,,,,6.0,1.31,,,Excluded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114 Kassandra (A871 OA),Analyzed,None,Xk,SiMDA Substring Match,Primitive/Aqueous (Auto-AIC),0.00041783287762635373,0.7990996577429377,0.04735794304224605,0.0,0.0,-0.0005125836722640329,0.00013033605736623147,2.358363197245065,0.0046783361255503045,2.62,1.19,,0.2916577425898199,Unconstrained (Measured bulk density exceeds grain density),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21201292279327208,0.003493650971718388,0.20833502255284597,0.2155575247382939,0.21090710647458114,0.003226349565691903,0.20792267937521874,0.2141544515801497,0.1977269440099213,0.0033396411952175235,0.194119368249567,0.2008294458936573,0.2011655795764284,0.003253742882267934,0.19800921656521805,0.20483007739481252,0.17818744714579718,0.0033542459953224022,0.17519569524348638,0.18158225031999328
1143 Odysseus (1930 BH),Excluded,"Featureless spectrum lacking diagnostic absorption bands (Band I depth = 0.0000 < 0.0150, Band II depth = 0.0000 < 0.0150)",D,NEOWISE Diameter-Porosity Model,N/A,,,,,,,,,,2.8,0.4,,,Excluded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2062 Aten (1976 AA),Analyzed,None,Sr,SiMDA Substring Match,Stony/Metallic,0.0007821008659316361,0.9789535062793762,0.2161187177174716,0.021423367425045803,0.099127774083188,-0.0008920723403771681,0.0001732157564646056,4.029463245267423,0.021484455359313256,1.15,0.32,0.7146021864448902,0.08138722885812621,Valid,0.021813868047556098,0.011450831390125156,0.0,0.02991611695766508,0.16333864287815142,0.006132113997649089,0.15362943460746764,0.16544339155681506,0.20538282423842696,0.008022809206251875,0.19643840684401329,0.21272262651781484,0.0,0.0,0.0,0.0,0.0,0.0017862487472574396,0.0,0.0,0.0,0.0,0.0,0.0,0.15869533087015344,0.008724988090952223,0.15610936431575587,0.17433891527858328,0.20805792352487137,0.006397673323927795,0.19775929126369557,0.2115223559452461,0.0,0.009802144053745859,0.0,0.0204295211917943,0.022741089734174703,0.012772245263385922,0.013658800957342829,0.036889045528781944,0.0,0.0029386178544335583,0.0,0.005703748812289895,0.21997032070666608,0.006909308557065908,0.2077922145385533,0.22194531209695476,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2246 Bowell (1979 XH),Excluded,"Featureless spectrum lacking diagnostic absorption bands (Band I depth = 0.0000 < 0.0150, Band II depth = 0.0000 < 0.0150)",D,NEOWISE Diameter-Porosity Model,N/A,,,,,,,,,,2.8,0.4,,,Excluded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16 Psyche (A852 FA),Excluded,"Featureless spectrum lacking diagnostic absorption bands (Band I depth = 0.0000 < 0.0150, Band II depth = 0.0000 < 0.0150)",X,Radar / GM Measurement,N/A,,,,,,,,,,4.049,0.0,,,Excluded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4183 Cuno (1959 LM),Analyzed,None,Sq,NEOWISE Diameter-Porosity Model,Stony/Metallic,0.0007945671428933868,0.9196328793174338,0.18389231963909314,0.04275752773375607,0.23251393977558144,-0.0009919322380841614,0.00020568952849135764,4.032887203574344,0.022711107252512713,2.8,0.4,,,Not Calculated (Bulk density is a placeholder/model estimate),0.0,0.0,0.0,0.0,0.1731246018901097,0.006467992622157983,0.16298293017106627,0.1764969895542827,0.2099568210046175,0.008871348772427455,0.20014939618375918,0.21745670947816675,0.0,0.0,0.0,0.0,0.0,0.001694885520230937,0.0,0.0,0.0,0.0,0.0,0.0,0.16310818996641324,0.011383866680676381,0.16085556736815182,0.18160207942444995,0.21422940247751737,0.007154189894030218,0.20373211107629366,0.21803855226150348,0.0,0.004281838697821407,0.0,0.0,0.0,0.008233662773727517,0.0,0.011359666491640061,0.011226557428203571,0.004568050580500521,0.007249856758009041,0.015481878967434162,0.2283544272331387,0.007799003933819753,0.21532871740785303,0.22945975630494783,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345 Tercidina (A892 WB),Analyzed,None,Ch,SiMDA Substring Match,Primitive/Aqueous,0.0004818155191785482,0.8074077479832782,0.016856166017333085,0.0,,-0.0005844155785427569,0.00012131374474092042,2.35644767715354,0.004580811927724734,5.3,2.37,,0.21998118455516186,Unconstrained (Measured bulk density exceeds grain density),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2138234216169509,0.0029951506353714298,0.21055150435428682,0.21646783399188357,0.2124921796360689,0.0030867866402637368,0.2094918516005272,0.21580999437749648,0.19447096828934501,0.0028894113171391684,0.19118282536885656,0.1972843917972629,0.20110054951695852,0.003405741240641919,0.19802368850674062,0.20482001859280502,0.1781128809406767,0.003150840774978861,0.17533702915465074,0.18166170661836017
371 Bohemia (A893 OA),Analyzed,None,S,NEOWISE Diameter-Porosity Model,Stony/Metallic,0.0007789591816481684,0.9065279758360331,0.06800488354024958,0.0,0.0,-0.0009428545881174343,0.0001652512505137984,4.036202264227165,0.021498097778545444,2.8,0.4,,,Not Calculated (Bulk density is a placeholder/model estimate),0.0,0.0018357891163616152,0.0,0.0,0.17676685593675948,0.006198033576455771,0.16708042671755474,0.17937186608760736,0.21289310550663937,0.009173774633738889,0.2021833196051209,0.221134194203885,0.0,0.0,0.0,0.0,0.0,0.001268930992387599,0.0,0.0,0.0,0.0,0.0,0.0,0.1567967490535399,0.011218879290276847,0.15851869681653233,0.17981327470868616,0.21973381704929004,0.006669590906823421,0.20561768694626337,0.2184325984749207,0.0,0.0059337590756927665,0.0,0.00893231702229039,0.0,0.009493007781665041,0.0,0.01807388559401206,0.0,0.0024723019464900297,0.0,0.0,0.2338094724537712,0.006915799201625666,0.21731013045836992,0.23138332452006172,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4341 Poseidon (1987 KF),Analyzed,None,O,NEOWISE Diameter-Porosity Model,Stony/Metallic,0.0018823616761424829,0.8209830363091939,0.10390191824224271,0.06321817067565505,0.6084408425286691,-0.000544723889921806,0.00032833300953956715,3.9463448411098963,0.037201507765143346,2.8,0.4,,,Not Calculated (Bulk density is a placeholder/model estimate),0.014345975715217441,0.013296164413728145,0.0,0.026587705287892387,0.1542961444723655,0.014724221718598256,0.1353443291400697,0.16186645177098527,0.17457880261144723,0.015381373470908203,0.16563639841039915,0.19447375601318428,0.0,0.0,0.0,0.0,0.0,0.002238202399872727,0.0,0.0,0.0,0.0008176562832515478,0.0,0.0,0.20325195724569195,0.02086663279593648,0.1856735750765752,0.22646735548820404,0.1827165638298382,0.0104925529303475,0.1672275909347372,0.1875923858130376,0.03417640695946542,0.026796079528136785,0.018632079911626527,0.06873517604394087,0.017220451968366714,0.018549037469759222,0.0,0.040147634872248435,0.028133177656269895,0.008573473747077119,0.02059822658893255,0.03882305200549615,0.19128051954133762,0.01117001029534717,0.17390107586063522,0.194875275759314,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65679 (1989 UQ),Analyzed,None,B,NEOWISE Diameter-Porosity Model,Primitive/Aqueous,0.00042791189207131623,0.7553342545941493,0.029508130410160982,0.01854883285853981,0.6286007483602759,-0.00045907390339115415,0.00013016872941936609,2.3592481029230044,0.004968757900775464,2.8,0.4,,,Not Calculated (Bulk density is a placeholder/model estimate),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21121969714088842,0.0033368381421013424,0.20814619372134688,0.21514026154990817,0.21049894677216358,0.003447359251422613,0.20712920565150117,0.21410751848834617,0.1977153608948894,0.0032839530748786645,0.19434788099011005,0.20090558761773702,0.20119601778095306,0.0034059619704266296,0.19779814069771257,0.20447646093386695,0.17936997741110558,0.003670127940743175,0.17538147503766674,0.1832531864832102
85989 (1999 JD6),Analyzed,None,K,NEOWISE Diameter-Porosity Model,Stony/Metallic,0.0007255622555841035,0.9788047588906368,0.03733630537754262,0.008942558746736218,0.23951375628385205,-0.0011372213343238144,0.00023780263650041058,4.362796780900422,0.031198275209687546,2.8,0.4,,,Not Calculated (Bulk density is a placeholder/model estimate),0.0,0.0030441535522933083,0.0,0.0,0.016702026764917034,0.010519073018786615,0.012971541061030845,0.03405586838954727,0.25043530904000644,0.00822105090534522,0.24178852388449554,0.25628192918356646,0.0,0.0,0.0,0.0,0.0,0.0018035178626160029,0.0,0.0,0.0,0.0,0.0,0.0,0.18304618779382667,0.010834245311915276,0.18178454715417178,0.20376984797599318,0.250588891596557,0.0061958290397466425,0.23832616715585372,0.251793980665747,0.02765866452541598,0.013528408727710856,0.004935656984954464,0.03470611487558731,0.0,0.00045270399544959487,0.0,0.0,0.0,0.0036552167652651527,0.0,0.006490277951318382,0.27156892027927687,0.00728463863369037,0.2577033116880161,0.2727081615876079,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776 Berbericia (A914 BE),Excluded,Excessive bulk density uncertainty (> 50% relative error: 1.18 +/- 1.46 g/cm3),Cgh,SiMDA Substring Match,N/A,,,,,,,,,,1.18,1.46,,,Excluded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1862 Apollo (1932 HA),Analyzed,None,Q,NEOWISE Diameter-Porosity Model,Stony/Metallic,0.000773746595183325,0.9513641085538107,0.24127795749417358,0.0,0.0,-0.0008805673351090381,0.00021819213315568548,4.270896431471704,0.03627542459004314,2.8,0.4,,,Not Calculated (Bulk density is a placeholder/model estimate),0.0,0.0,0.0,0.0,0.06507032759290055,0.008594924168889318,0.05493148191513049,0.070731674127782,0.17729981625585248,0.011395705409556648,0.16820819702539397,0.18901144490899038,0.0,0.0,0.0,0.0,0.0,0.0011730507797963325,0.0,0.0,0.0,0.0,0.0,0.0,0.14094335643788436,0.015091218378347048,0.13690985016890214,0.1658451378633722,0.18607724805791265,0.007263973384673133,0.17485322978383142,0.18902464714914183,0.045207252579141786,0.01028466524378436,0.03899104915657838,0.05799010671451264,0.1794098441776116,0.007176916370165173,0.16876093450720434,0.1829515415962708,0.011710793216828037,0.0056551098813568965,0.006690644249059349,0.016826744414282727,0.19428136168186852,0.007217473846385529,0.18157165732580646,0.19691919381560435,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3628 Boznemcova (1979 WD),Analyzed,None,O,NEOWISE Diameter-Porosity Model,Stony/Metallic,0.001834265707905431,1.0797355699316398,0.3532786583796109,0.2072557836694,0.5866637532536597,-0.0010937106195082421,0.0004539804391735121,4.068373711952045,0.04899404816818132,2.8,0.4,,,Not Calculated (Bulk density is a placeholder/model estimate),0.0,0.0013467285026975905,0.0,0.0,0.14079764787904211,0.019910281759204028,0.12464976814683887,0.14945200268953443,0.1900152190989201,0.018074162637882578,0.17784154383140388,0.21152002684678173,0.0,0.00042345863689210967,0.0,0.0,0.0,0.003604256577923065,0.0,0.0065798609769884215,0.0,0.001130566855848218,0.0,0.0,0.171253968990344,0.0269036627670071,0.16184811007967828,0.21086233006795024,0.19406281602154304,0.011383928046371552,0.17673782609565963,0.19961107000472933,0.0,0.01046475470135658,0.0,0.0,0.0,0.0019512292890327264,0.0,0.0,0.09682115153766963,0.013266061038289862,0.08141831624241905,0.10785294854803686,0.207049196472481,0.01337890777170437,0.1859768139257799,0.21065549237966213,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1862 Apollo (1932 HA),Analyzed,None,Q,NEOWISE Diameter-Porosity Model,Stony/Metallic,0.0007702019939396811,0.9525932773699375,0.23780381490392988,0.043176142071164714,0.18156202451422992,-0.0008524518685707696,0.00019231407443033274,4.270921189737395,0.04247124332362831,2.8,0.4,,,Not Calculated (Bulk density is a placeholder/model estimate),0.0,0.0,0.0,0.0,0.06498680592578081,0.009669176748642368,0.056476242662020344,0.07233728420134707,0.17668975537995865,0.011581867159048933,0.1668221389399714,0.18901476079829813,0.0,0.0,0.0,0.0,0.0,0.0015602044006325277,0.0,0.0,0.0,0.0,0.0,0.0,0.1409039637586006,0.01490472399747134,0.13587534127898515,0.16426229424565814,0.18647682668528995,0.007124394479627816,0.17610370425435068,0.18950598909001368,0.04533754742491437,0.008990291806217049,0.039589175255429834,0.05729751249949846,0.1797986654334493,0.00820213916166457,0.16995106949600552,0.18221712790151898,0.011109860519100713,0.004986937268060404,0.006598392520699912,0.015590380856766445,0.19469657487290565,0.008426636958264193,0.181670869177916,0.19799825415737643,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30 Urania (A854 OA),Analyzed,None,Sl,SiMDA Substring Match,Stony/Metallic,0.0007764738600800672,0.8969175631949334,0.08125170728746156,0.03413219859006156,0.4200797709924392,-0.0009751903811638532,0.00018639769945455153,4.033103573444413,0.02118843494541961,3.92,1.29,0.028043805814741085,0.20274241388569192,Valid,0.0,0.0010116810583688206,0.0,0.0,0.17778766660700443,0.006856180141953407,0.16865860094855373,0.1810291853890523,0.2132402337869486,0.007284124844178736,0.20199144576236697,0.2168044203588618,0.0,0.0,0.0,0.0,0.0,0.0015373486110494485,0.0,0.0,0.0,0.0,0.0,0.0,0.15774898453683406,0.010733164362016531,0.15899106828654927,0.1801749573640049,0.21852725785991486,0.007262838329477246,0.20497704259476643,0.21817935251876955,0.0,0.004986649820796626,0.0,0.0073430075585432285,0.0,0.009665970112420891,0.0,0.018437220905146514,0.0,0.00256418560600139,0.0,0.00518223414205725,0.232695857209298,0.006948448947321626,0.21754058597915166,0.2309687610014213,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107 Ilmari (1941 VA),Analyzed,None,S,NEOWISE Diameter-Porosity Model,Stony/Metallic,0.0007897939599672057,0.9149058473743918,0.11179597811849906,0.04139020057393605,0.37022978170166526,-0.0009574733682174457,0.00016138738658852072,4.03588156559057,0.01857035036456455,2.8,0.4,,,Not Calculated (Bulk density is a placeholder/model estimate),0.0,0.0029996653169782586,0.0,0.0,0.17503683177484705,0.006025868170969063,0.16505219445263836,0.17745572106782448,0.20774122004263015,0.007392389736478795,0.1996365879189843,0.21386977994379197,0.0,0.0,0.0,0.0,0.0,0.001872296740658038,0.0,0.0,0.0,0.0,0.0,0.0,0.16024679760995572,0.008943781286856177,0.161974436432171,0.1806228105705039,0.20807124568993787,0.005732951862025926,0.19942179897709775,0.21049657843186143,0.0,0.005102220431989737,0.0,0.006731420017806105,0.02873885567129028,0.009961222670942876,0.013817422162398977,0.03230552398707204,0.0,0.002655091168067697,0.0,0.005462890710363297,0.22016504921133895,0.006778260445416664,0.21162609052935685,0.22308148014970808,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100 Ra-Shalom (1978 RA),Analyzed,None,Xc,NEOWISE Diameter-Porosity Model,Primitive/Aqueous (Auto-AIC),0.0005223184164299915,0.791899629223493,0.051692403076744164,0.049449613558455896,0.9566127828308049,-0.00025442478012871505,9.39175452372553e-05,2.358277517945379,0.0048102781752193445,2.8,0.4,,,Not Calculated (Bulk density is a placeholder/model estimate),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2124176998989065,0.00318223335233132,0.209991562467007,0.21599112469854237,0.21095726117897193,0.003692744671442415,0.20729526306307952,0.2146793302590307,0.1967761059372812,0.003430389538894733,0.19278847920222048,0.19973255744024457,0.20110666243624362,0.0034580674259620447,0.19768238442652217,0.2036699853015114,0.1787422705485967,0.0033800979917250106,0.17563046352051878,0.18243724843018147
73 Klytia (A862 GA),Analyzed,None,S,NEOWISE Diameter-Porosity Model,Stony/Metallic,0.000816305510462393,0.8624173248410703,0.04045874009673289,0.07059220813542888,1.7447950175079552,-0.0006353976779165252,0.00014415421197291087,3.8875848384563576,0.04275682672294418,2.8,0.4,,,Not Calculated (Bulk density is a placeholder/model estimate),0.12647647669200607,0.002166627524422928,0.12475883901249953,0.1265495960824895,0.1163826642417703,0.018645987294146037,0.11465869117680741,0.11645370170282718,0.12982430684057372,0.0036369675014293374,0.12923079877919835,0.13329973388259372,0.0,0.0,0.0,0.0,0.0,0.001284321128147589,0.0,0.0,0.0,0.0,0.0,0.0,0.11882484433021794,0.003436678519598732,0.11910822316440237,0.12181350029643154,0.12748236334920915,0.004923812292057029,0.12574746788613334,0.12771268034311503,0.12585177575941997,0.0019783642271629454,0.12357407318909341,0.12599293872491552,0.1275827976486385,0.004875543479706909,0.12607165013001706,0.12770545841078212,0.0,0.0029739029294624246,0.0,0.005783955946345056,0.1275747711381645,0.006023620117864641,0.12612075617707402,0.12778328878129205,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2064 Thomsen (1942 RQ),Analyzed,None,S,NEOWISE Diameter-Porosity Model,Stony/Metallic,0.0008774819966153477,0.8450145365971627,0.17066261532861737,0.028119812114965392,0.1647684354351398,-0.0009733783181610615,0.0001840277467267354,4.1073816208900595,0.04084838701085522,2.8,0.4,,,Not Calculated (Bulk density is a placeholder/model estimate),0.0,0.0037540635637717374,0.0,0.0,0.13937999101011078,0.01372001557331607,0.12392403707969693,0.14080467808288002,0.21694269133369193,0.010100787689619728,0.20819743650205014,0.2271214139378348,0.0,0.0,0.0,0.0,0.0,0.0017834507287398118,0.0,0.0,0.0,0.0,0.0,0.0,0.16755210650827246,0.012072188540220621,0.16836402370246364,0.1907036230585736,0.21724764843921335,0.009178183698276606,0.20574225014386952,0.22073761630607533,0.0,0.00936354854698456,0.0,0.014676929119534185,0.029025309886771662,0.011103319730389775,0.011866895396505234,0.03316530834469374,0.0,0.0027664631135151264,0.0,0.005427230087445235,0.22985225282193972,0.00986127029478403,0.21818946371504327,0.23440431716366567,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87 Sylvia (A866 KA),Excluded,"Featureless spectrum lacking diagnostic absorption bands (Band I depth = 0.0000 < 0.0150, Band II depth = 0.0000 < 0.0150)",X,SiMDA Substring Match,N/A,,,,,,,,,,1.31,0.15,,,Excluded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5604 (1992 FE),Analyzed,None,V,NEOWISE Diameter-Porosity Model,Stony/Metallic,0.0025554604451488738,1.1093050139428913,0.14048178046505655,0.3013343991570303,2.1450069764170183,0.00026510807710452113,0.0004591213827054314,4.084387437297661,0.07148536889093673,2.8,0.4,,,Not Calculated (Bulk density is a placeholder/model estimate),0.13860073684020413,0.01328020212459827,0.11825890072311983,0.14001409619219088,0.0,0.04154218044692202,0.0,0.10648344501867549,0.12306535417675932,0.01827347546708376,0.12221787518383445,0.15514440403943117,0.0,0.0007463968557589597,0.0,0.0,0.0,0.0031561599295876234,0.0,0.0,0.0,0.0005134244105791363,0.0,0.0,0.138073415950496,0.029538000699639026,0.12482495489267936,0.18367621472353246,0.15319955350401968,0.011545633094014825,0.12316061552935546,0.14728649059951351,0.13001476322615443,0.015233943346132381,0.1162160197011228,0.14436044981877846,0.15465188428192939,0.011032912737560303,0.12332828755588174,0.14514314643498047,0.007883116681782643,0.012804348429064265,0.011988911712078826,0.03440976534803682,0.15451117533865447,0.012694324578716061,0.12278257026431036,0.14616519378833678,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82 Alkmene (A864 WA),Excluded,Excessive bulk density uncertainty (> 50% relative error: 1.68 +/- 0.86 g/cm3),Sq,SiMDA Substring Match,N/A,,,,,,,,,,1.68,0.86,,,Excluded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110 Lydia (A870 HA),Excluded,"Featureless spectrum lacking diagnostic absorption bands (Band I depth = 0.0000 < 0.0150, Band II depth = 0.0048 < 0.0150)",X,SiMDA Substring Match,N/A,,,,,,,,,,4.88,1.75,,,Excluded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119 Althaea (A872 GA),Analyzed,None,Sl,NEOWISE Diameter-Porosity Model,Stony/Metallic,0.0007789477656844893,0.9052467951801647,0.14503088071510206,0.03876606897124013,0.2672952738071832,-0.0009514600199695843,0.00015358781173013757,4.034932380823227,0.02013060444432253,2.8,0.4,,,Not Calculated (Bulk density is a placeholder/model estimate),0.0,0.0039535384198564815,0.0,0.0,0.17559769073717585,0.005955840491605955,0.16539638646768198,0.1778711373195046,0.2082587124777911,0.00800414354198209,0.19973258682307557,0.2145946841949911,0.0,0.0,0.0,0.0,0.0,0.0017262963488620094,0.0,0.0,0.0,0.0,0.0,0.0,0.15976637050088932,0.009542047265192108,0.16062322071647983,0.17791302513739823,0.20931553042624423,0.005279688233082977,0.20044948975592658,0.2100583148688995,0.0,0.007088984497116489,0.0,0.01119985353345233,0.02565479151557513,0.00777244032346268,0.01718783951208739,0.03061567966218525,0.0,0.002313538302158948,0.0,0.0,0.22140690434232443,0.00584600289797742,0.21070279718748658,0.22246953670068728,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389 Industria (A894 EE),Excluded,Excessive bulk density uncertainty (> 50% relative error: 2.64 +/- 1.34 g/cm3),S,SiMDA Substring Match,N/A,,,,,,,,,,2.64,1.34,,,Excluded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2850 Mozhaiskij (1978 TM7),Analyzed,None,Ld,NEOWISE Diameter-Porosity Model,Stony/Metallic,0.0007758279877787073,0.8586608508538276,0.0,0.026733545719514695,,-0.0009240107831592725,0.00015526010117138692,3.989884976867599,0.02139751202102356,2.8,0.4,,,Not Calculated (Bulk density is a placeholder/model estimate),0.01647889610254996,0.009421296816607135,0.0,0.021522979008479375,0.17375714985885676,0.006186336945843751,0.16348440792556237,0.17483812503044477,0.19883527684495353,0.007799242194312483,0.19154282833955896,0.2043076705168617,0.0,0.0,0.0,0.0,0.0,0.0016388102775663509,0.0,0.0,0.0,0.0,0.0,0.0,0.15419793188536202,0.009037907634259733,0.1552838976263283,0.17425638592067666,0.20654200329161068,0.006434619023667601,0.19437529527917827,0.20646441063963494,0.024417763170765234,0.012631202759330629,0.021057560531104982,0.045989931639076415,0.008782152677673606,0.011517126391762951,0.0,0.02614595683244913,0.0,0.0016465125137248306,0.0,0.0,0.21698882616822818,0.006443572778035437,0.20297882741809498,0.21603108010369498,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113 Amalthea (A871 EA),Excluded,Excessive bulk density uncertainty (> 50% relative error: 2.15 +/- 1.19 g/cm3),S,SiMDA Substring Match,N/A,,,,,,,,,,2.15,1.19,,,Excluded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
